Swarm number,Date_M,Time_M,Lat_M,Lon_M,Lat_S,Lat_E,Lon_S,Lon_E,Depth,Length,Thickness,Sv_mean120,TS,ind m-3,surfpar,BDepth,fluo,ADCP w in swarm,ADCP w above midpoint,mask above swarm,ADCP w below swarm,mask below swarm,w in minus out,mid-depth ADCP bin,,,,,,
155,1/9/2003,11:09:56,-58.159,-55.69970581,-58.15841,-58.15955,-55.69987664,-55.69951781,35.585715,124.964772,34.362112,-44.614401,-74.63720476,1005.264568,756.8312733,-4042,0.20893,2.017,NaN,NaN,-3.732,0,5.749,3,,,,,,
157,1/9/2003,11:11:51,-58.165,-55.69770925,-58.16443,-58.16508,-55.69784815,-55.69764471,33.260282,71.062818,26.55542,-49.644284,-74.63720476,315.7127169,691.04252,-4042,0.20893,2.622,NaN,NaN,3.228,0,-0.605,3,,,,,,
158,1/9/2003,11:14:18,-58.172,-55.69517886,-58.17169,-58.17256,-55.69530126,-55.69502327,36.872606,95.794708,9.826796,-53.267175,-74.63720476,137.0891159,712.46912,-4042,0.20893,-6.556,-11.095,0,-0.807,0,-0.605,3,,,,,,
159,1/9/2003,11:14:34,-58.173,-55.69488256,-58.17271,-58.17312,-55.69497705,-55.69482305,39.178671,43.473971,8.897428,-51.936389,-74.63720476,186.2436934,743.84084,-3959,0.231739,-5.749,-11.095,0,-0.807,0,0.202,4,,,,,,
160,1/9/2003,11:16:11,-58.178,-55.69316458,-58.17789,-58.17826,-55.69324716,-55.69311265,43.804213,36.518368,8.711554,-49.627624,-74.63720476,316.9261505,795.4732333,-3959,0.231739,4.438,-0.807,0,6.859,0,1.412,4,,,,,,
161,1/9/2003,12:30:46,-58.413,-55.62038134,-58.41252,-58.41302,-55.62043097,-55.62026163,40.360405,52.544873,12.429026,-48.16715,-74.63720476,443.614237,940.9739933,-4096,0.128825,7.973,5.651,0,3.633,0,3.330,4,,,,,,
169,1/9/2003,22:02:57,-58.871,-55.48516573,-58.87093,-58.87106,-55.48518964,-55.48511902,32.768235,13.740561,2.577725,-66.171808,-74.63720476,7.023275029,-999,-3868,0.0912011,-11.026,NaN,1,-6.474,0,-4.552,3,,,,,,
170,1/9/2003,22:03:12,-58.872,-55.48496334,-58.87120,-58.87212,-55.48509469,-55.48481414,28.409516,104.757034,6.109323,-67.305669,-74.63720476,5.409455787,-999,-3868,0.0912011,-3.945,NaN,1,-6.474,0,2.529,2,,,,,,
171,1/9/2003,22:17:27,-58.910,-55.47279318,-58.90947,-58.90995,-55.47285087,-55.47267906,73.765839,43.789603,7.038691,-60.335813,-74.63720476,26.92397481,-999,-3751,0.0767362,8.093,4.249,0,8.903,0,1.518,8,,,,,,
172,1/9/2003,22:17:33,-58.910,-55.47267906,-58.90982,-58.91008,-55.47274398,-55.4726483,47.67658,25.461234,1.462483,-66.762633,-74.63720476,6.129953436,-999,-3751,0.0767362,5.362,0.101,0,NaN,1,5.261,5,,,,,,
173,1/9/2003,22:17:39,-58.910,-55.47261232,-58.91003,-58.91042,-55.47265583,-55.47251614,54.254735,38.131382,5.551703,-61.331158,-74.63720476,21.40940884,-999,-3751,0.0767362,6.272,0.101,0,4.249,0,4.097,6,,,,,,
174,1/9/2003,22:17:55,-58.911,-55.47235608,-58.91073,-58.91108,-55.47243273,-55.47232133,50.17494,35.347896,2.020104,-66.306289,-74.63720476,6.809129212,-999,-3751,0.0767362,4.047,-7.790,0,NaN,1,11.836,5,,,,,,
176,1/9/2003,22:18:09,-58.912,-55.47218465,-58.91139,-58.91170,-55.47220453,-55.47211647,63.7332,27.203132,4.808208,-63.055821,-74.63720476,14.39257083,-999,-3751,0.0767362,4.755,NaN,1,6.070,0,-1.315,7,,,,,,
177,1/9/2003,22:18:24,-58.912,-55.4719561,-58.91196,-58.91240,-55.4720355,-55.47188444,57.182687,43.297575,12.6149,-62.386335,-74.63720476,16.79140264,-999,-3751,0.0767362,5.159,-7.790,0,6.070,0,6.019,6,,,,,,
178,1/9/2003,22:18:55,-58.914,-55.47148174,-58.91310,-58.91397,-55.47164794,-55.47132597,62.621677,90.379268,11.499658,-61.755386,-74.63720476,19.4169886,-999,-3751,0.0767362,4.755,NaN,1,6.070,0,-1.315,7,,,,,,
179,1/9/2003,22:19:14,-58.914,-55.47118993,-58.91397,-58.91479,-55.47132597,-55.47104406,60.428198,85.760185,8.339807,-62.645736,-74.63720476,15.81782898,-999,-3751,0.0767362,5.159,NaN,1,6.070,0,-0.910,6,,,,,,
180,1/9/2003,22:19:36,-58.915,-55.47086559,-58.91500,-58.91561,-55.47099752,-55.47078136,65.269798,61.255349,4.808208,-64.031,-74.63720476,11.49795158,-999,-3751,0.0767362,4.755,NaN,1,6.070,0,-1.315,7,,,,,,
181,1/9/2003,22:19:49,-58.916,-55.47070197,-58.91574,-58.91605,-55.47073538,-55.47065079,62.681649,26.293748,3.135346,-62.674694,-74.63720476,15.71270929,-999,-3751,0.0767362,4.755,NaN,1,6.070,0,-1.315,7,,,,,,
184,1/9/2003,22:21:07,-58.919,-55.46953275,-58.91900,-58.91965,-55.46964865,-55.46941716,73.032725,64.711851,2.577725,-64.293203,-74.63720476,10.82430885,-999,-3751,0.0767362,3.642,NaN,1,1.720,0,1.922,8,,,,,,
186,1/9/2003,22:21:44,-58.921,-55.46898612,-58.92081,-58.92102,-55.46901814,-55.46895122,40.231853,21.645734,1.648357,-66.807895,-74.63720476,6.066399058,-999,-3751,0.0767362,-4.856,-5.362,0,NaN,1,0.506,4,,,,,,
187,1/9/2003,22:21:47,-58.921,-55.46895122,-58.92093,-58.92111,-55.46897393,-55.46892147,113.26931,24.234085,2.020104,-67.61221,-74.63720476,5.040800104,-999,-3751,0.0767362,0.506,2.023,0,4.350,0,-2.681,13,,,,,,
189,1/9/2003,22:22:24,-58.923,-55.46844908,-58.92227,-58.92295,-55.46855132,-55.46832985,49.318027,73.354198,4.064714,-64.878157,-74.63720476,9.460297099,-999,-3751,0.0767362,-0.506,0.809,0,NaN,1,-1.315,5,,,,,,
190,1/9/2003,22:22:33,-58.923,-55.46832298,-58.92287,-58.92317,-55.46835606,-55.46828315,54.953936,28.389197,2.949472,-64.887103,-74.63720476,9.44082996,-999,-3751,0.0767362,2.833,0.809,0,NaN,1,2.023,6,,,,,,
191,1/9/2003,22:23:35,-58.926,-55.46740211,-58.92543,-58.92594,-55.46750538,-55.4673328,75.140937,48.799357,4.250587,-65.969745,-74.63720476,7.357766064,-999,-3751,0.0767362,10.622,NaN,1,9.510,0,1.113,8,,,,,,
193,1/9/2003,22:32:05,-58.948,-55.46052684,-58.94751,-58.94777,-55.46058869,-55.46046441,54.0568,24.19783,3.135346,-64.000237,-74.63720476,11.5796858,-999,-3679,0.0623735,3.440,3.946,0,NaN,1,-0.506,6,,,,,,
194,1/9/2003,22:32:30,-58.949,-55.46020519,-58.94862,-58.94888,-55.46024029,-55.46017154,53.880112,24.571766,5.92345,-66.460611,-74.63720476,6.571422275,-999,-3679,0.0623735,1.922,3.946,0,NaN,1,-2.023,5,,,,,,
195,1/9/2003,22:32:51,-58.950,-55.45994318,-58.94945,-58.94994,-55.46002806,-55.45987644,68.659992,46.585931,5.179955,-65.747142,-74.63720476,7.744729889,-999,-3679,0.0623735,3.136,NaN,1,7.993,0,-4.856,7,,,,,,
196,1/9/2003,22:33:08,-58.950,-55.45973441,-58.95016,-58.95074,-55.45981051,-55.45965841,55.604089,60.321604,7.968059,-67.134568,-74.63720476,5.626828462,-999,-3679,0.0623735,3.440,3.946,0,NaN,1,-0.506,6,,,,,,
197,1/9/2003,22:33:11,-58.951,-55.45969985,-58.94989,-58.95128,-55.45988653,-55.45951562,74.795916,146.288151,4.250587,-64.284438,-74.63720476,10.8461767,-999,-3679,0.0623735,6.374,NaN,1,7.993,0,-1.619,8,,,,,,
198,1/9/2003,22:33:22,-58.951,-55.45957347,-58.95056,-58.95159,-55.45969985,-55.45943145,56.760704,110.923849,11.313784,-66.239615,-74.63720476,6.914471256,-999,-3679,0.0623735,3.440,3.946,0,NaN,1,-0.506,6,,,,,,
199,1/9/2003,22:34:02,-58.953,-55.45909219,-58.95182,-58.95389,-55.45936653,-55.45874713,55.936104,228.589894,17.26174,-63.771421,-74.63720476,12.20614081,-999,-3679,0.0623735,-2.023,NaN,1,-0.911,0,-1.113,6,,,,,,
200,1/9/2003,22:34:56,-58.955,-55.45829995,-58.95412,-58.95649,-55.4586848,-55.4579542,51.90664,262.108303,15.031257,-65.730157,-74.63720476,7.775078376,-999,-3679,0.0623735,0.202,1.012,0,NaN,1,-0.809,5,,,,,,
203,1/9/2003,22:36:31,-58.960,-55.45694977,-58.95846,-58.96088,-55.45732367,-55.45657867,53.713536,268.48828,10.57029,-66.751739,-74.63720476,6.145349335,-999,-3679,0.0623735,-4.856,0.101,0,NaN,0,-4.958,5,,,,,,
205,1/9/2003,22:36:43,-58.960,-55.4567838,-58.96010,-58.96033,-55.45680497,-55.45675165,24.606385,26.400281,2.391851,-65.493226,-74.63720476,8.211034475,-999,-3679,0.0623735,-1.214,2.125,0,-1.922,0,-1.315,2,,,,,,
206,1/9/2003,22:50:23,-58.998,-55.44498156,-58.99774,-58.99792,-55.44501099,-55.44495229,115.083392,25.775003,5.365829,-64.093267,-74.63720476,11.33427578,499.2180847,-3634,0.0851138,11.534,10.320,0,7.892,0,2.428,13,,,,,,
207,1/9/2003,22:50:39,-58.999,-55.44476821,-58.99837,-58.99874,-55.44480735,-55.44469772,48.079831,37.350386,3.321219,-63.513151,-74.63720476,12.95404423,499.2180847,-3634,0.0851138,-2.226,-2.934,0,NaN,1,0.708,5,,,,,,
208,1/9/2003,22:50:51,-58.999,-55.44460415,-58.99893,-58.99930,-55.4446414,-55.4445305,51.503152,37.538783,2.205978,-66.601151,-74.63720476,6.362171554,499.2180847,-3634,0.0851138,-2.226,-2.934,0,NaN,1,0.708,5,,,,,,
209,1/9/2003,22:51:06,-59.000,-55.44437205,-58.99975,-58.99984,-55.44439369,-55.44435038,80.788635,13.577671,1.27661,-66.554293,-74.63720476,6.43118756,499.2180847,-3634,0.0851138,9.511,9.814,0,11.332,0,-1.062,9,,,,,,
210,1/9/2003,22:51:35,-59.001,-55.44393895,-59.00098,-59.00139,-55.44401428,-55.44389625,53.904776,41.756675,4.808208,-66.873052,-74.63720476,5.976064491,499.2180847,-3634,0.0851138,-2.226,-2.934,0,6.779,0,-4.148,5,,,,,,
211,1/9/2003,22:52:32,-59.004,-55.44313008,-59.00360,-59.00387,-55.44317142,-55.44310458,53.974415,24.399439,1.27661,-66.761404,-74.63720476,6.131688383,499.2180847,-3634,0.0851138,2.934,0.405,0,6.981,0,-0.759,5,,,,,,
212,1/9/2003,22:53:29,-59.006,-55.44233812,-59.00620,-59.00638,-55.44239192,-55.44230072,117.505734,25.748589,4.064714,-63.516747,-74.63720476,12.9433226,499.2180847,-3634,0.0851138,9.207,10.118,0,8.398,0,-0.051,13,,,,,,
213,1/9/2003,22:54:14,-59.008,-55.44169145,-59.00792,-59.00874,-55.44182339,-55.44155426,112.315822,75.32359,3.692967,-63.056663,-74.63720476,14.38978071,499.2180847,-3634,0.0851138,7.993,NaN,1,6.273,0,1.720,13,,,,,,
214,1/9/2003,22:54:33,-59.009,-55.44152409,-59.00883,-59.00898,-55.4415385,-55.44149524,107.659949,14.692863,2.577725,-63.894847,-74.63720476,11.86412669,499.2180847,-3634,0.0851138,9.511,7.487,0,NaN,1,2.024,12,,,,,,
215,1/9/2003,22:56:36,-59.015,-55.43979079,-59.01477,-59.01491,-55.43980277,-55.43976146,25.557621,15.868726,4.250587,-62.442348,-74.63720476,16.57622662,404.897098,-3634,0.0851138,-6.273,-10.927,0,-1.214,0,-0.202,2,,,,,,
216,1/9/2003,23:16:42,-59.071,-55.42127663,-59.07095,-59.07128,-55.42130166,-55.42117363,41.842425,35.095693,2.763599,-64.928469,-74.63720476,9.351334144,99.51988267,-3662,0.0881049,-3.339,NaN,1,1.923,0,-5.262,4,,,,,,
217,1/9/2003,23:16:56,-59.072,-55.42100342,-59.07157,-59.07200,-55.42108863,-55.42092276,27.403449,49.204211,5.737576,-67.6063,-74.63720476,5.047664434,99.51988267,-3662,0.0881049,-4.149,-1.417,0,NaN,1,-2.732,2,,,,,,
219,1/9/2003,23:17:10,-59.072,-55.4207651,-59.07238,-59.07248,-55.42078627,-55.4207423,25.23898,11.92353,1.27661,-67.60463,-74.63720476,5.049605795,99.51988267,-3662,0.0881049,-4.149,-1.417,0,NaN,1,-2.732,2,,,,,,
220,1/9/2003,23:17:13,-59.073,-55.42070246,-59.07248,-59.07267,-55.4207423,-55.42066802,29.498141,21.930217,1.27661,-67.990607,-74.63720476,4.620189359,99.51988267,-3662,0.0881049,-4.149,-1.417,0,NaN,1,-2.732,2,,,,,,
223,1/9/2003,23:17:45,-59.074,-55.42015156,-59.07391,-59.07430,-55.42023204,-55.42010089,30.592513,43.550205,4.436461,-67.272013,-74.63720476,5.451539655,97.40740133,-3662,0.0881049,-7.488,-1.417,0,NaN,1,-6.071,3,,,,,,
224,1/9/2003,23:18:06,-59.075,-55.41978747,-59.07505,-59.07520,-55.41980297,-55.41977141,23.902461,17.356728,1.27661,-67.562898,-74.63720476,5.098362083,97.40740133,-3662,0.0881049,-10.220,NaN,1,-6.982,0,-3.238,2,,,,,,
227,1/9/2003,23:20:34,-59.082,-55.4171314,-59.08210,-59.08219,-55.41714978,-55.41711568,21.086328,12.443826,1.27661,-68.182967,-74.63720476,4.420015329,90.603564,-3662,0.0881049,-9.916,NaN,NaN,-11.130,0,1.214,1,,,,,,
228,1/9/2003,23:22:06,-59.087,-55.41544835,-59.08626,-59.08684,-55.41555153,-55.41533894,24.269065,66.725744,3.87884,-67.723975,-74.63720476,4.912730897,88.518516,-3662,0.0881049,-6.172,-0.304,0,-8.904,0,-1.568,2,,,,,,
245,1/9/2003,23:59:02,-59.171,-55.38891904,-59.17139,-59.17154,-55.38893137,-55.38890205,24.808816,16.241055,3.135346,-65.671441,-74.63720476,7.880910139,38.06584,-3868,0.0822243,4.554,1.720,0,NaN,1,2.834,2,,,,,,
246,1/9/2003,23:59:49,-59.174,-55.3882236,-59.17352,-59.17375,-55.38825025,-55.38819072,28.810409,25.847586,2.205978,-65.215018,-74.63720476,8.754244572,33.950616,-3868,0.0822243,4.554,1.720,0,NaN,1,2.834,2,,,,,,
247,1/10/2003,0:00:03,-59.174,-55.38801899,-59.17412,-59.17440,-55.3880583,-55.3879827,23.07058,31.821242,4.994082,-66.113804,-74.63720476,7.117706496,33.950616,-3868,0.0822243,-3.238,NaN,NaN,-9.108,0,5.870,2,,,,,,
253,1/10/2003,0:11:55,-59.206,-55.37805706,-59.20579,-59.20622,-55.37814069,-55.37800916,41.803689,44.790198,3.321219,-57.842555,-74.63720476,47.80408122,22.29080867,-3884,0.0851138,9.007,NaN,1,11.132,0,-2.125,4,,,,,,
254,1/10/2003,0:12:06,-59.206,-55.37789778,-59.20639,-59.20657,-55.37791337,-55.37788884,24.709275,19.885406,2.205978,-65.412649,-74.63720476,8.36480027,22.29080867,-3884,0.0851138,0.000,1.822,0,NaN,1,-1.822,2,,,,,,
255,1/10/2003,0:12:23,-59.207,-55.37763646,-59.20696,-59.20752,-55.3777441,-55.37754252,43.208854,60.421417,2.949472,-63.380485,-74.63720476,13.35586362,22.29080867,-3884,0.0851138,9.007,NaN,1,11.132,0,-2.125,4,,,,,,
256,1/10/2003,0:13:08,-59.209,-55.37694925,-59.20895,-59.20937,-55.3770226,-55.37687112,38.131255,45.107754,4.994082,-59.264483,-74.63720476,34.45658051,22.359396,-3884,0.0851138,9.007,NaN,1,11.132,0,-2.125,4,,,,,,
261,1/10/2003,0:30:22,-59.255,-55.36344198,-59.25456,-59.25479,-55.36345926,-55.36341385,38.947279,23.343228,6.109323,-65.393024,-74.63720476,8.402684856,15.62414333,-3788,0.0881049,2.631,-4.959,0,NaN,1,7.591,4,,,,,,
264,1/10/2003,0:32:49,-59.261,-55.36138385,-59.26121,-59.26134,-55.36140077,-55.36135498,86.846997,19.911142,4.250587,-65.63859,-74.63720476,7.940749128,14.27983607,-3788,0.0881049,5.668,5.769,0,7.793,0,-1.113,10,,,,,,
265,1/10/2003,0:40:43,-59.282,-55.35461791,-59.28177,-59.28306,-55.35483506,-55.35439703,53.359095,141.314578,8.897428,-66.732703,-74.63720476,6.172344756,10.27434807,-3783,0.0912011,1.316,NaN,1,7.186,0,-5.870,5,,,,,,
266,1/10/2003,0:40:59,-59.283,-55.35438057,-59.28297,-59.28324,-55.35443539,-55.35434644,29.187417,29.965837,4.064714,-66.528747,-74.63720476,6.469128466,10.27434807,-3783,0.0912011,-5.162,-13.967,0,NaN,1,8.805,2,,,,,,
274,1/10/2003,0:42:51,-59.288,-55.35275556,-59.28786,-59.28844,-55.35284374,-55.35266688,14.516972,68.655524,2.949472,-66.874223,-74.63720476,5.974453366,9.492455067,-3783,0.0912011,-12.854,NaN,NaN,-6.680,0,-6.174,1,,,,,,
278,1/10/2003,0:43:20,-59.289,-55.35234026,-59.28935,-59.28953,-55.35237098,-55.35231345,36.196151,18.771366,5.92345,-64.719171,-74.63720476,9.813035627,9.492455067,-3783,0.0912011,0.506,-6.680,0,NaN,1,7.186,3,,,,,,
282,1/10/2003,0:44:35,-59.293,-55.35126286,-59.29270,-59.29302,-55.35131783,-55.35120564,28.50648,35.605854,6.852818,-64.584121,-74.63720476,10.12297992,9.163236933,-3783,0.0912011,-9.109,-12.247,0,NaN,0,3.138,2,,,,,,
285,1/10/2003,0:45:54,-59.296,-55.35012015,-59.29624,-59.29660,-55.35017506,-55.35008467,52.038294,33.905542,5.365829,-57.311367,-74.63720476,54.02363165,9.176954333,-3783,0.0912011,3.846,-3.644,0,6.275,0,2.530,5,,,,,,
286,1/10/2003,0:46:12,-59.297,-55.34986234,-59.29713,-59.29736,-55.34990641,-55.34983939,15.947267,27.31799,1.462483,-68.06023,-74.63720476,4.546712312,9.176954333,-3783,0.0912011,-3.745,NaN,NaN,-2.530,0,-1.215,1,,,,,,
287,1/10/2003,0:46:53,-59.299,-55.34934478,-59.29884,-59.29932,-55.34940543,-55.34923145,53.180181,49.525191,2.577725,-64.620346,-74.63720476,10.03889416,9.2043892,-3783,0.0912011,3.846,-3.644,0,6.275,0,2.530,5,,,,,,
288,1/10/2003,0:58:32,-59.330,-55.33976127,-59.33034,-59.33061,-55.33981484,-55.33973771,36.129182,29.216288,1.27661,-65.896011,-74.63720476,7.483751799,6.995885,-3841,0.0851138,-1.417,-2.834,0,NaN,0,1.417,3,,,,,,
293,1/10/2003,1:15:59,-59.378,-55.32569714,-59.37805,-59.37827,-55.32573615,-55.32565627,32.838107,22.858129,3.135346,-55.69827,-74.63720476,78.32375055,1.124828667,-3943,0.0881049,-0.709,NaN,1,5.567,0,-6.276,3,,,,,,
295,1/10/2003,1:16:43,-59.380,-55.32504453,-59.37979,-59.38047,-55.32515089,-55.32492009,52.013931,68.764992,3.321219,-55.187503,-74.63720476,88.09883706,1.028806733,-3943,0.0881049,4.555,5.567,0,NaN,1,-1.012,5,,,,,,
297,1/10/2003,1:17:25,-59.382,-55.32446813,-59.38186,-59.38218,-55.32447862,-55.32439845,55.428423,28.076827,2.391851,-55.991927,-74.63720476,73.2028139,1.028806733,-3943,0.0881049,7.389,NaN,1,7.288,0,0.101,6,,,,,,
299,1/10/2003,1:17:50,-59.383,-55.32413437,-59.38289,-59.38334,-55.3241771,-55.32404628,28.564699,50.020042,3.507093,-62.914269,-74.63720476,14.86940449,0.9327848,-3943,0.0881049,-1.113,NaN,1,5.567,0,-6.681,2,,,,,,
300,1/10/2003,1:18:20,-59.384,-55.32372905,-59.38366,-59.38532,-55.32398119,-55.32346259,31.295024,187.109466,7.968059,-61.058912,-74.63720476,22.79445829,0.9327848,-3943,0.0881049,3.442,-1.012,0,NaN,1,4.454,3,,,,,,
305,1/10/2003,1:19:52,-59.389,-55.32248515,-59.38797,-59.38925,-55.32268134,-55.32230059,33.271375,143.338358,10.942037,-60.991784,-74.63720476,23.14952454,0.768175733,-3943,0.0881049,3.442,-1.012,0,NaN,1,4.454,3,,,,,,
355,1/10/2003,6:53:36,-59.544,-55.27342286,-59.54329,-59.54451,-55.2736301,-55.27326229,108.378819,120.145627,62.057279,-59.705893,-74.63720476,31.12656351,5.377229133,-3954,0.128825,8.408,NaN,1,9.421,0,-1.013,12,,,,,,
356,1/10/2003,6:53:59,-59.545,-55.27311907,-59.54494,-59.54503,-55.27312891,-55.27310722,61.114397,15.619266,2.763599,-55.466777,-74.63720476,82.61193137,5.377229133,-3954,0.128825,7.193,4.660,0,NaN,1,2.533,6,,,,,,
357,1/10/2003,6:54:50,-59.547,-55.27241045,-59.54729,-59.54753,-55.27242645,-55.27238218,132.14652,31.395682,1.462483,-58.981719,-74.63720476,36.77465233,5.8161866,-3954,0.128825,7.294,7.091,0,7.800,0,-0.152,15,,,,,,
358,1/10/2003,7:02:20,-59.569,-55.26640428,-59.56859,-59.56882,-55.26642394,-55.26634121,51.485216,21.436681,26.927167,-64.567352,-74.63720476,10.16214238,11.17969793,-3933,0.112202,4.660,2.229,0,7.902,0,-0.405,5,,,,,,
359,1/10/2003,7:04:05,-59.574,-55.26505233,-59.57341,-59.57378,-55.26510545,-55.26499262,27.151487,41.03291,13.358394,-55.049693,-74.63720476,90.93920968,11.31687,-3933,0.112202,1.013,NaN,NaN,4.559,0,-3.546,2,,,,,,
360,1/10/2003,7:06:01,-59.579,-55.26351097,-59.57854,-59.57947,-55.26364591,-55.26336783,22.113786,104.175161,33.804491,-52.765982,-74.63720476,153.8587769,12.57887473,-3933,0.112202,0.507,NaN,NaN,4.863,0,-4.356,2,,,,,,
362,1/10/2003,7:21:59,-59.623,-55.25061987,-59.62324,-59.62352,-55.25067176,-55.25059497,38.823973,27.885869,7.782186,-57.113267,-74.63720476,56.54494364,31.27572,-3870,0.0881049,8.307,1.317,0,8.409,0,3.445,4,,,,,,
364,1/10/2003,7:23:28,-59.627,-55.24936391,-59.62715,-59.62780,-55.24946533,-55.24924783,47.180225,68.409612,28.414156,-60.928113,-74.63720476,23.49141491,32.75720133,-3870,0.0881049,6.079,NaN,1,6.484,0,-0.405,5,,,,,,
366,1/10/2003,7:24:48,-59.631,-55.24820952,-59.63095,-59.63146,-55.24829796,-55.24814553,22.739921,57.837437,13.358394,-54.597117,-74.63720476,100.927328,35.63785933,-3870,0.0881049,-2.837,NaN,NaN,1.114,0,-3.951,2,,,,,,
367,1/10/2003,7:25:09,-59.632,-55.2479158,-59.63188,-59.63248,-55.24801533,-55.2478198,16.048011,69.965329,21.350959,-57.719386,-74.63720476,49.17924708,35.63785933,-3870,0.0881049,-2.128,NaN,NaN,1.114,0,-3.242,1,,,,,,
368,1/10/2003,7:27:02,-59.637,-55.24623507,-59.63710,-59.63780,-55.24634472,-55.24611274,27.404383,77.525263,22.094454,-49.989436,-74.63720476,291.5928533,38.31275667,-3870,0.0881049,2.229,NaN,NaN,4.154,0,-1.925,2,,,,,,
369,1/10/2003,7:33:44,-59.656,-55.24021787,-59.65608,-59.65655,-55.24029924,-55.24015153,32.565419,51.049249,23.767316,-57.160695,-74.63720476,55.93079283,45.089162,-3930,0.0881049,5.876,NaN,NaN,10.739,0,-4.863,3,,,,,,
370,1/10/2003,7:35:50,-59.662,-55.23825253,-59.66215,-59.66234,-55.23828148,-55.23823593,33.170501,18.733408,13.358394,-54.673172,-74.63720476,99.17524353,46.63923067,-3930,0.0881049,4.559,NaN,0,5.471,0,-0.912,3,,,,,,
371,1/10/2003,7:46:40,-59.693,-55.22761565,-59.69295,-59.69323,-55.22768393,-55.22757003,24.74808,31.623318,15.588877,-52.123083,-74.63720476,178.4071171,60.85048,-4092,0.104713,3.039,NaN,NaN,5.572,0,-2.533,2,,,,,,
373,1/10/2003,7:50:54,-59.705,-55.22365,-59.70527,-59.70537,-55.22366361,-55.22363331,67.772376,16.028459,1.83423,-59.833165,-74.63720476,30.22762151,70.79561067,-4092,0.104713,7.396,6.282,0,6.889,0,0.810,7,,,,,,
374,1/10/2003,7:51:15,-59.706,-55.22329725,-59.70617,-59.70651,-55.22335385,-55.22324029,29.645,35.790232,11.685532,-51.776129,-74.63720476,193.2446929,70.79561067,-4092,0.104713,1.216,NaN,1,5.268,0,-4.053,2,,,,,,
375,1/10/2003,7:51:56,-59.708,-55.22265103,-59.70818,-59.70837,-55.22266925,-55.22263885,31.374706,19.537182,4.064714,-54.074917,-74.63720476,113.8226718,71.09739333,-4092,0.104713,3.850,NaN,1,5.268,0,-1.418,3,,,,,,
381,1/10/2003,8:05:43,-59.747,-55.21017388,-59.74178,-59.75286,-55.21174735,-55.20865745,57.343469,1239.662714,69.492223,-61.065952,-74.63720476,22.75753795,78.87517,-3910,0.142889,4.965,NaN,1,10.537,0,-5.573,6,,,,,,
395,1/10/2003,8:09:51,-59.759,-55.20687436,-59.75521,-59.76275,-55.20797934,-55.20581912,52.842407,841.131318,64.845383,-60.047748,-74.63720476,28.77038513,82.304526,-3910,0.142889,2.736,NaN,NaN,7.498,0,-4.762,5,,,,,,
429,1/10/2003,8:29:39,-59.803,-55.19242957,-59.80146,-59.80418,-55.19289114,-55.19190746,53.85472,300.708584,21.350959,-62.768808,-74.63720476,15.37586919,100.027436,-3622,0.153109,5.370,NaN,1,8.714,0,-3.344,5,,,,,,
432,1/10/2003,8:31:48,-59.808,-55.19076718,-59.80734,-59.80786,-55.19086369,-55.19069353,76.740356,47.867165,16.704119,-64.17924,-74.63720476,11.11210856,104.9657013,-3622,0.153109,7.093,NaN,1,10.740,0,-3.648,8,,,,,,
447,1/10/2003,8:34:30,-59.815,-55.18860609,-59.81379,-59.81616,-55.18893399,-55.18828421,77.255674,255.990298,18.376981,-63.316998,-74.63720476,13.55253931,107.352532,-3622,0.153109,6.789,4.762,0,6.687,0,1.064,8,,,,,,
448,1/10/2003,8:34:37,-59.815,-55.18851828,-59.81507,-59.81559,-55.18858756,-55.18843887,50.181531,54.683126,5.551703,-66.531307,-74.63720476,6.465316285,107.4485587,-3622,0.153109,5.066,1.317,0,4.762,0,2.026,5,,,,,,
450,1/10/2003,8:41:12,-59.834,-55.18325375,-59.83418,-59.83432,-55.18326743,-55.18322372,91.375465,21.166682,2.577725,-64.338986,-74.63720476,10.71079915,109.9725667,-3598,0.164059,11.044,NaN,1,9.727,0,1.317,10,,,,,,
456,1/10/2003,8:42:19,-59.837,-55.18243492,-59.83696,-59.83781,-55.18254983,-55.18231182,84.614378,84.093221,10.198543,-63.674902,-74.63720476,12.48045089,110.3703733,-3598,0.164059,7.397,NaN,1,9.727,0,-2.331,9,,,,,,
459,1/10/2003,8:43:08,-59.840,-55.18184535,-59.83965,-59.83974,-55.18185107,-55.18183815,27.272455,10.55404,2.949472,-65.282367,-74.63720476,8.619533771,110.96022,-3598,0.164059,-5.370,-4.965,0,NaN,1,-0.405,2,,,,,,
467,1/10/2003,8:45:13,-59.846,-55.18031809,-59.84440,-59.84677,-55.18061716,-55.17999406,65.260118,257.281543,11.127911,-61.570425,-74.63720476,20.26179773,113.1001333,-3598,0.164059,10.740,NaN,1,12.463,0,-1.723,7,,,,,,
470,1/10/2003,8:46:56,-59.850,-55.17897092,-59.84972,-59.85113,-55.17917815,-55.17877269,50.956177,154.291473,8.711554,-64.5241,-74.63720476,10.26385423,116.1316867,-3598,0.164059,5.370,NaN,1,7.498,0,-2.128,5,,,,,,
472,1/10/2003,8:54:00,-59.870,-55.17360868,-59.87006,-59.87024,-55.17362396,-55.17359365,112.797944,25.503458,2.949472,-62.390316,-74.63720476,16.7760177,123.6626,-3664,0.158489,7.498,7.397,0,9.322,0,-0.861,13,,,,,,
